,time,X_value,Y_value,Z_value
19122,48.2375,-4.50124,-18.05283,2.842
19123,48.2398,-4.47729,-18.01931,2.62891
19124,48.2414,-4.42223,-17.90918,2.23625
19125,48.2438,-4.37434,-17.78228,1.99443
19126,48.2457,-4.3504,-17.71763,1.93697
19127,48.2474,-4.30012,-17.57158,1.90105
19128,48.2527,-4.20674,-17.30103,2.09738
19129,48.2539,-4.20674,-17.30103,2.09738
19130,48.2542,-4.18998,-17.23399,2.14527
19131,48.2555,-4.16125,-17.17174,2.1764
19132,48.2573,-4.11336,-17.09273,2.18358
19133,48.2593,-4.03196,-17.01611,2.03513
19134,48.2614,-3.94576,-16.95625,1.89866
19135,48.2681,-3.71352,-16.77429,1.57783
19136,48.2682,-3.48606,-16.55162,1.21869
19137,48.2682,-3.39987,-16.45106,1.03193
19138,48.2735,-3.15805,-16.21882,0.41421
19139,48.2736,-3.15805,-16.21882,0.41421
19140,48.2739,-3.11974,-16.15896,0.25619
19141,48.2767,-3.01439,-15.96263,-0.0431
19142,48.2775,-2.95932,-15.84531,-0.11971
19143,48.2794,-2.8444,-15.54603,-0.26098
19144,48.2815,-2.68398,-15.19167,-0.419
19145,48.2839,-2.57863,-15.00971,-0.49083
19146,48.2854,-2.22428,-14.61465,-0.72068
19147,48.2875,-2.00401,-14.41832,-0.86673
19148,48.2961,-1.05588,-13.5899,-1.39107
19149,48.2962,-1.05588,-13.5899,-1.39107
19150,48.2962,-0.83081,-13.43428,-1.51318
19151,48.2962,-0.38787,-13.0919,-1.76219
19152,48.2975,0.1652,-12.70163,-1.94176
19153,48.2996,0.51716,-12.50051,-2.04232
19154,48.3012,1.29291,-12.07912,-2.23146
19155,48.3035,2.10936,-11.85884,-2.33202
19156,48.3053,2.54033,-11.42548,-2.50202
19157,48.3075,3.35198,-11.01845,-2.57863
19158,48.3125,4.39349,-10.42228,-2.56427
19159,48.3125,4.60658,-10.25947,-2.5092
19160,48.3137,4.77658,-10.09905,-2.42779
19161,48.3154,4.90826,-9.93863,-2.28893
19162,48.3178,5.07347,-9.61062,-1.9657
19163,48.3195,5.19558,-9.25866,-1.72148
19164,48.3212,5.22431,-9.09585,-1.63529
19165,48.3238,5.07826,-8.88037,-1.47966
19166,48.3259,4.91066,-8.83487,-1.40544
19167,48.3272,4.5156,-8.80614,-1.27136
19168,48.3326,4.03914,-8.50446,-1.28333
19169,48.3327,4.03914,-8.50446,-1.28333
19170,48.3336,3.99365,-8.38954,-1.35995
19171,48.3354,3.929,-8.14293,-1.51558
19172,48.3379,3.9314,-8.00167,-1.61614
19173,48.3397,3.9314,-7.77182,-1.7574
19174,48.3414,3.9314,-7.65689,-1.77176
19175,48.3438,3.88112,-7.42943,-1.66163
19176,48.3453,3.8883,-7.16606,-1.40544
19177,48.3481,3.95534,-6.97452,-1.26178
19178,48.3524,4.50603,-6.04554,-0.84278
19179,48.3527,4.50603,-6.04554,-0.84278
19180,48.3531,4.63292,-5.82288,-0.79969
19181,48.3558,4.86277,-5.43022,-0.81405
19182,48.3574,4.93221,-5.27219,-0.838
19183,48.3601,4.94178,-5.01122,-0.86912
19184,48.3614,4.83165,-4.86517,-0.82363
19185,48.3638,4.72869,-4.81728,-0.76856
19186,48.3652,4.518,-4.75024,-0.62251
19187,48.3676,4.29293,-4.67362,-0.45491
19188,48.3724,3.85478,-4.52039,-0.22506
19189,48.3725,3.70394,-4.52039,-0.22506
19190,48.3739,3.56029,-4.45096,-0.02873
19191,48.3759,3.41663,-4.34082,0.07422
19192,48.3774,3.11735,-4.28336,0.2921
19193,48.3802,2.97369,-4.24026,0.38069
19194,48.3819,2.68398,-4.15646,0.51237
19195,48.3839,2.37273,-4.0559,0.60096
19196,48.3862,2.23386,-4.00323,0.61293
19197,48.3878,2.00161,-3.87154,0.60815
19198,48.3934,1.64487,-3.60099,0.48604
19199,48.3935,1.64487,-3.60099,0.48604
19200,48.3941,1.58022,-3.54353,0.44773
19201,48.3959,1.53234,-3.50761,0.38308
19202,48.4035,1.45811,-3.49325,0.23943
19203,48.4035,1.36234,-3.45254,0.11014
19204,48.4035,1.33122,-3.44776,0.06465
19205,48.406,1.25699,-3.42142,-0.00958
19206,48.4062,1.13489,-3.39748,-0.06225
19207,48.4073,1.06545,-3.39029,-0.07662
19208,48.4136,0.81166,-3.29692,-0.00718
19209,48.4138,0.81166,-3.29692,-0.00718
19210,48.4138,0.73504,-3.24185,0.01915
19211,48.4184,0.52435,-3.13411,0.06704
19212,48.4185,0.39266,-3.08861,0.0838
19213,48.4204,0.19633,-2.95693,0.13408
19214,48.4212,0.00958,-2.8013,0.17478
19215,48.4235,-0.09098,-2.73666,0.19872
19216,48.426,-0.2514,-2.60497,0.24182
19217,48.4277,-0.40942,-2.53554,0.27055
19218,48.4327,-0.50519,-2.27935,0.22027
19219,48.4327,-0.52195,-2.21231,0.18196
19220,48.4334,-0.52195,-2.21231,0.18196
19221,48.4354,-0.55068,-2.11414,0.07662
19222,48.4374,-0.56744,-2.01598,-0.10535
19223,48.4395,-0.55308,-1.95852,-0.20112
19224,48.4412,-0.54829,-1.86275,-0.32802
19225,48.4433,-0.54111,-1.80528,-0.42139
19226,48.4451,-0.51716,-1.77655,-0.45491
19227,48.4474,-0.4621,-1.7167,-0.5435
19228,48.4522,-0.3328,-1.61614,-0.64167
19229,48.4522,-0.25858,-1.5874,-0.68237
19230,48.4532,-0.17718,-1.57783,-0.74462
19231,48.4553,-0.10056,-1.57064,-0.82124
19232,48.4578,0.09577,-1.53473,-0.98644
19233,48.4594,0.31844,-1.52276,-1.07024
19234,48.4619,0.42139,-1.52276,-1.11813
19235,48.4639,0.57702,-1.55388,-1.23066
19236,48.4653,0.6704,-1.58022,-1.30009
19237,48.4676,0.90504,-1.63529,-1.45572
19238,48.473,1.34319,-1.74303,-1.77655
19239,48.4731,1.34319,-1.74303,-1.77655
19240,48.4735,1.46051,-1.78373,-1.82444
19241,48.4759,1.69036,-1.86035,-1.85556
19242,48.4779,1.7981,-1.91781,-1.84359
19243,48.48,1.99922,-2.06386,-1.82204
19244,48.4824,2.22189,-2.14766,-1.83162
19245,48.484,2.32724,-2.32484,-1.89148
19246,48.4853,2.54033,-2.5092,-2.01837
19247,48.4876,2.66962,-2.61455,-2.11654
19248,48.4947,3.2203,-2.96411,-2.58103
19249,48.4947,3.2203,-2.96411,-2.58103
19250,48.4947,3.35438,-3.06707,-2.70792
19251,48.4958,3.50282,-3.40466,-2.8444
19252,48.4983,3.5531,-3.60099,-2.96411
19253,48.4996,3.61057,-3.96013,-3.04552
19254,48.5015,3.73986,-4.29533,-3.23227
19255,48.504,3.83802,-4.46293,-3.33044
19256,48.5058,4.15407,-4.80292,-3.52437
19257,48.5078,4.44377,-5.17642,-3.72549
19258,48.5129,4.79573,-5.71992,-3.85478
19259,48.5129,4.90347,-5.94498,-3.86197
19260,48.514,4.9346,-6.24427,-3.86915
19261,48.5223,4.87953,-6.59383,-3.86436
19262,48.5224,4.69278,-7.37916,-3.91703
19263,48.5224,4.6425,-7.79097,-3.98168
19264,48.5224,4.45814,-8.64094,-4.19477
19265,48.524,4.24744,-9.55555,-4.4749
19266,48.5258,4.11097,-10.05835,-4.66884
19267,48.5274,3.8883,-11.09028,-5.15487
19268,48.5328,4.0966,-13.22597,-5.38472
19269,48.5328,4.0966,-13.22597,-5.38472
19270,48.5335,4.19477,-13.77426,-5.186
19271,48.5352,4.32885,-14.32016,-4.95615
19272,48.5374,4.71912,-15.39279,-4.52279
19273,48.5396,5.36557,-16.50134,-4.15167
19274,48.5413,5.82766,-17.08794,-4.00562
19275,48.5433,7.07029,-18.34254,-3.77817
19276,48.5464,8.35123,-19.81023,-3.46691
19277,48.5473,8.91867,-20.62907,-3.37832
19278,48.5523,10.28341,-24.19893,-4.04632
19279,48.5537,10.28341,-24.19893,-4.04632
19280,48.5541,10.44622,-24.99384,-4.44138
19281,48.5552,10.59227,-26.28195,-5.37994
19282,48.5573,10.56354,-26.70814,-5.88273
19283,48.5597,10.39115,-27.04573,-6.74946
19284,48.5613,10.05835,-26.85658,-7.29536
19285,48.5642,9.85723,-26.54772,-7.42943
19286,48.5657,9.58428,-25.45354,-7.49647
19287,48.5676,9.51964,-23.78951,-7.51563
19288,48.5723,9.50048,-20.58358,-7.42704
19289,48.5723,9.50048,-20.58358,-7.42704
19290,48.5733,9.47415,-19.38644,-7.32409
19291,48.5754,9.41908,-16.81499,-7.0679
19292,48.5771,9.18683,-14.23157,-6.7758
19293,48.5792,9.01444,-13.00331,-6.59144
19294,48.5815,8.49489,-10.67847,-6.08146
19295,48.5835,7.81252,-8.56911,-5.37515
19296,48.5868,7.40549,-7.58267,-4.96812
19297,48.588,6.51722,-5.78696,-4.02717
19298,48.5927,4.91784,-3.65127,-2.6768
19299,48.5936,4.29293,-3.14847,-2.20992
19300,48.5937,3.6393,-2.76539,-1.72867
19301,48.5961,2.95693,-2.50441,-1.24263
19302,48.5978,1.61374,-2.36794,-0.29689
19303,48.5995,0.37351,-2.81088,0.48125
19304,48.6013,-0.21309,-3.261,0.78293
19305,48.6033,-1.32882,-4.5156,1.24263
19306,48.6052,-2.33202,-5.25304,1.47966
19307,48.6075,-2.81567,-6.82847,2.12851
19308,48.6133,-4.53715,-10.03919,3.78295
19309,48.6133,-4.53715,-10.03919,3.78295
19310,48.6139,-4.93939,-10.82452,4.14449
19311,48.617,-5.79654,-12.3808,4.63532
19312,48.6177,-6.21793,-13.1326,4.74066
19313,48.6194,-7.04396,-14.54522,4.7239
19314,48.6214,-7.8628,-15.807,4.60419
19315,48.6238,-8.29377,-16.37444,4.518
19316,48.6258,-9.10543,-17.33694,4.26181
19317,48.6277,-9.44781,-17.66017,4.12294
19318,48.6334,-10.17567,-17.87326,3.92182
19319,48.6355,-10.17567,-17.87326,3.92182
19320,48.6376,-10.20201,-17.70087,4.03435
19321,48.6376,-9.9937,-17.08554,4.41504
19322,48.6381,-9.4526,-16.24994,4.77897
19323,48.6398,-9.05754,-15.75672,4.92502
19324,48.6414,-7.9897,-14.65296,5.03755
19325,48.6439,-7.38155,-14.09749,4.93699
19326,48.6456,-6.15089,-13.0488,4.42941
19327,48.6569,-4.93699,-12.18446,3.50043
19328,48.6569,-3.3017,-11.42309,1.09897
19329,48.657,-2.90186,-11.40872,0.01197
19330,48.657,-2.60737,-11.51407,-1.13967
19331,48.6572,-2.41822,-11.74631,-2.3009
19332,48.6572,-2.27456,-12.47178,-4.50603
19333,48.664,-2.24583,-12.87162,-5.46852
19334,48.6641,-2.14288,-13.65934,-6.99607
19335,48.6641,-2.02795,-14.45424,-8.0304
19336,48.6653,-1.99443,-14.83014,-8.39193
19337,48.6676,-1.90105,-15.4335,-8.66967
19338,48.6733,-1.42938,-15.60828,-6.49088
19339,48.6733,-1.42938,-15.60828,-6.49088
19340,48.6738,-1.28333,-15.4335,-5.42543
19341,48.6757,-0.9601,-15.21083,-3.06228
19342,48.6775,-0.78293,-14.67451,-1.87711
19343,48.6794,-0.40942,-14.04482,0.22746
19344,48.6817,-0.19633,-13.68807,1.11334
19345,48.6854,0.22506,-12.86683,2.55469
19346,48.6871,0.66561,-12.34009,3.59141
19347,48.6875,0.9625,-12.20122,3.96252
19348,48.6923,2.33442,-12.11503,4.30012
19349,48.6923,2.33442,-12.11503,4.30012
19350,48.6932,2.63849,-12.16052,4.16843
19351,48.6958,3.14129,-12.26108,3.75662
19352,48.6974,3.34001,-12.32094,3.48367
19353,48.7074,3.68958,-12.38319,2.98327
19354,48.7075,3.929,-12.42629,2.49244
19355,48.7075,3.97689,-12.44065,2.23625
19356,48.7076,3.9745,-12.46938,1.60177
19357,48.7076,3.83802,-12.51727,0.86433
19358,48.7135,3.37832,-12.62022,-0.34956
19359,48.7135,3.1796,-12.6729,-0.73983
19360,48.7136,3.1796,-12.6729,-0.73983
19361,48.7168,2.75342,-12.71599,-1.38389
19362,48.7176,2.31287,-12.72318,-1.73345
19363,48.7201,2.10457,-12.71599,-1.82444
19364,48.722,1.75979,-12.63219,-1.79092
19365,48.7242,1.44135,-12.44544,-1.53234
19366,48.726,1.30967,-12.3353,-1.35755
19367,48.7291,1.09418,-12.06236,-1.06545
19368,48.7329,0.9218,-11.52125,-0.64885
19369,48.7329,0.93377,-11.33929,-0.55308
19370,48.7351,0.9601,-11.14295,-0.46449
19371,48.7358,0.99841,-10.92986,-0.38069
19372,48.7371,1.15404,-10.47735,-0.20591
19373,48.7399,1.33122,-10.05356,0.00958
19374,48.7427,1.44375,-9.86202,0.13408
19375,48.7433,1.61853,-9.51485,0.35914
19376,48.7455,1.78852,-9.21556,0.50519
19377,48.7474,1.87951,-9.09106,0.57223
19378,48.7529,2.30569,-8.53559,0.77575
19379,48.7531,2.30569,-8.53559,0.77575
19380,48.754,2.40864,-8.39672,0.83081
19381,48.756,2.65764,-8.18363,0.88588
19382,48.7581,2.76299,-8.10941,0.90264
19383,48.7596,2.90665,-7.99448,0.91461
19384,48.7615,3.08861,-7.89392,0.82124
19385,48.7638,3.19875,-7.84364,0.7542
19386,48.7723,3.37114,-7.78858,0.62251
19387,48.7724,3.45973,-7.7766,0.53153
19388,48.7729,3.67761,-7.76942,0.1676
19389,48.7729,3.67761,-7.76942,0.1676
19390,48.7737,3.68958,-7.7766,0.10056
19391,48.7765,3.6393,-7.72633,0.05986
19392,48.7772,3.66563,-7.5683,0.01197
19393,48.7796,3.68,-7.46774,-0.02394
19394,48.7815,3.67282,-7.27381,-0.12929
19395,48.7858,3.66324,-7.17325,-0.18196
19396,48.7864,3.64887,-6.95058,-0.2107
19397,48.7879,3.5531,-6.74946,-0.15802
19398,48.7929,3.37114,-6.39271,-0.00718
19399,48.793,3.37114,-6.39271,-0.00718
19400,48.7938,3.35438,-6.31131,-0.02873
19401,48.7958,3.30889,-6.24187,-0.06465
19402,48.7975,3.11974,-6.1078,-0.09817
19403,48.7998,2.92102,-6.01681,-0.11253
19404,48.8012,2.82524,-5.87316,-0.10774
19405,48.8039,2.59061,-5.7295,-0.00958
19406,48.8054,2.43019,-5.66246,0.10056
19407,48.8074,2.02556,-5.56908,0.45012
19408,48.8129,0.92658,-5.32008,1.36953
19409,48.813,0.92658,-5.32008,1.36953
19410,48.8133,0.72786,-5.24586,1.45572
19411,48.8159,0.48364,-5.07586,1.52755
19412,48.8177,0.40224,-4.98009,1.52755
19413,48.8193,0.3328,-4.82925,1.52755
19414,48.8217,0.31844,-4.76461,1.53952
19415,48.8236,0.1676,-4.65926,1.69754
19416,48.827,-0.02394,-4.56828,1.87472
19417,48.8277,-0.0838,-4.50363,1.89866
19418,48.833,-0.2921,-4.36476,1.72388
19419,48.8341,-0.2921,-4.36476,1.72388
19420,48.8341,-0.34478,-4.36476,1.64966
19421,48.8357,-0.42618,-4.32645,1.5898
19422,48.8377,-0.45012,-4.31448,1.61374
19423,48.8396,-0.42858,-4.31688,1.76458
19424,48.8415,-0.34238,-4.35279,1.93936
19425,48.8439,-0.24422,-4.35997,1.99683
19426,48.8453,-0.02634,-4.42462,2.0088
19427,48.8478,0.08619,-4.55391,1.9226
19428,48.8527,0.15802,-4.84362,1.72867
19429,48.8532,0.15802,-4.84362,1.72867
19430,48.8538,0.249,-4.94418,1.60656
19431,48.856,0.30886,-5.15966,1.56107
19432,48.8573,0.47885,-5.37994,1.47966
19433,48.8594,0.55308,-5.50683,1.44854
19434,48.8611,0.67997,-5.8133,1.41023
19435,48.8641,0.7925,-6.16765,1.28573
19436,48.8659,0.84039,-6.37356,1.18756
19437,48.8676,0.90982,-6.77819,1.06545
19438,48.8724,1.06306,-7.44619,1.0894
19439,48.8725,1.06306,-7.44619,1.0894
19440,48.8742,1.11334,-7.56351,1.09897
19441,48.8752,1.13728,-7.68562,1.09179
19442,48.8783,1.10615,-7.9442,1.07024
19443,48.8805,1.10376,-8.15729,1.04151
19444,48.8818,1.1301,-8.24588,1.01038
19445,48.8845,1.23784,-8.41588,0.94334
19446,48.8858,1.39586,-8.49728,0.84757
19447,48.8878,1.47248,-8.5332,0.77814
19448,48.8931,1.79092,-8.60023,0.35196
19449,48.8931,1.79092,-8.60023,0.35196
19450,48.8935,1.87951,-8.59784,0.17957
19451,48.8958,2.08302,-8.58826,-0.19872
19452,48.8976,2.18597,-8.57869,-0.37351
19453,48.9064,2.37033,-8.59784,-0.68716
19454,48.9065,2.51878,-8.66009,-0.96729
19455,48.9066,2.58582,-8.71995,-1.08461
19456,48.9066,2.77257,-8.84206,-1.25221
19457,48.9081,2.99045,-8.88515,-1.28094
19458,48.9125,3.27776,-9.04078,-1.19474
19459,48.9128,3.27776,-9.04078,-1.19474
19460,48.9141,3.34001,-9.0743,-1.17559
19461,48.9167,3.39269,-9.15092,-1.15165
19462,48.9211,3.45973,-9.19402,-1.07982
19463,48.9218,3.48128,-9.21556,-1.06545
19464,48.9221,3.49325,-9.27063,-1.0439
19465,48.9242,3.45254,-9.29697,-0.96968
19466,48.9254,3.40945,-9.34964,-0.93856
19467,48.9272,3.33522,-9.42865,-0.90504
19468,48.9332,3.20593,-9.47893,-1.03433
19469,48.934,3.16284,-9.51485,-1.15883
19470,48.934,3.11735,-9.54597,-1.28573
19471,48.9355,3.07904,-9.55795,-1.40783
19472,48.9376,2.99045,-9.55076,-1.59459
19473,48.9395,2.89228,-9.56992,-1.75979
19474,48.9411,2.85637,-9.56034,-1.7981
19475,48.9432,2.78933,-9.53879,-1.8388
19476,48.9452,2.78694,-9.51964,-1.80768
19477,48.9472,2.83482,-9.48133,-1.70233
19478,48.9523,2.95693,-9.3688,-1.34798
19479,48.9526,2.95693,-9.3688,-1.34798
19480,48.9534,2.99045,-9.37359,-1.20671
19481,48.9551,3.02397,-9.39035,-0.7542
19482,48.957,3.03355,-9.42865,-0.51477
19483,48.9589,3.02636,-9.4933,-0.03591
19484,48.9618,3.06228,-9.51724,0.19872
19485,48.9632,3.16044,-9.56752,0.6704
19486,48.9659,3.31607,-9.53879,1.1708
19487,48.9679,3.39748,-9.5364,1.42459
19488,48.9736,3.83563,-9.47654,2.31048
19489,48.9736,3.83563,-9.47654,2.31048
19490,48.9739,3.95534,-9.46457,2.52117
19491,48.9755,4.24265,-9.41908,2.83482
19492,48.9779,4.5563,-9.41189,3.04791
19493,48.9793,4.69517,-9.39274,3.10537
19494,48.9812,5.04474,-9.43105,3.07904
19495,48.9833,5.26501,-9.47175,3.00242
19496,48.9866,5.70316,-9.59625,2.70553
19497,48.9919,6.1078,-9.80216,2.2985
19498,48.992,6.59383,-10.20919,1.62811
19499,48.992,6.70876,-10.36482,1.40065
19500,48.9933,6.79495,-10.5372,1.16122
19501,48.9955,6.85481,-10.73353,0.93137
19502,48.9976,6.92664,-11.14295,0.44294
19503,48.9995,6.9434,-11.32492,0.18915
19504,49.0017,6.8572,-11.61463,-0.32802
19505,49.0039,6.64411,-11.82532,-0.78772
19506,49.0057,6.50046,-11.91391,-0.97686
19507,49.0081,6.13892,-12.05757,-1.19474
19508,49.0148,5.3512,-12.05517,-0.92898
19509,49.0167,5.3512,-12.05517,-0.92898
19510,49.0167,5.16206,-11.98813,-0.7542
19511,49.0168,4.99925,-11.90673,-0.54829
19512,49.0182,4.80531,-11.63378,-0.12211
19513,49.0195,4.77418,-11.26027,0.28971
19514,49.0212,4.80052,-11.05676,0.45731
19515,49.0239,4.95854,-10.62579,0.69195
19516,49.0261,5.22191,-10.1206,0.76856
19517,49.0283,5.3967,-9.85962,0.77096
19518,49.0321,6.29215,-8.83487,0.49801
19519,49.04,6.29215,-8.83487,0.49801
19520,49.04,6.522,-8.62178,0.419
19521,49.04,6.89312,-8.26982,0.32562
19522,49.04,7.04635,-8.14532,0.31365
19523,49.042,7.26423,-7.92744,0.33999
19524,49.042,7.37916,-7.81252,0.39266
19525,49.0436,7.41507,-7.79815,0.419
19526,49.0463,7.48929,-7.86759,0.48125
19527,49.0482,7.55154,-8.00646,0.54111
19528,49.0538,7.56112,-8.32968,0.7111
19529,49.0538,7.56112,-8.32968,0.7111
19530,49.0538,7.56591,-8.45179,0.80687
19531,49.0556,7.54436,-8.70798,1.06545
19532,49.0571,7.43662,-8.96416,1.39826
19533,49.0596,7.34324,-9.10064,1.59219
19534,49.0615,7.05832,-9.37598,2.01359
19535,49.0639,6.6513,-9.64174,2.34878
19536,49.0657,6.40708,-9.75667,2.46371
19537,49.0671,5.83485,-9.98173,2.53793
19538,49.0727,4.92981,-10.32411,2.24583
19539,49.0727,4.64729,-10.42228,2.04232
19540,49.0733,4.38392,-10.5396,1.80768
19541,49.0755,4.13252,-10.67368,1.57543
19542,49.0775,3.77338,-10.96338,1.14925
19543,49.0792,3.52677,-11.31295,0.82363
19544,49.082,3.41663,-11.49252,0.68237
19545,49.0836,3.24903,-11.85166,0.39506
19546,49.086,3.19636,-12.03602,0.25379
19547,49.0877,3.06707,-12.4215,-0.0407
19548,49.0931,2.78454,-13.0919,-0.45731
19549,49.0931,2.78454,-13.0919,-0.45731
19550,49.0938,2.67919,-13.24992,-0.51956
19551,49.0958,2.45653,-13.52765,-0.60336
19552,49.0977,2.35597,-13.66652,-0.64167
19553,49.0991,2.10936,-13.89158,-0.81166
19554,49.1014,1.80768,-13.97059,-1.24742
19555,49.103,1.63768,-14.11904,-1.56107
19556,49.1061,1.2115,-14.23396,-2.26977
19557,49.1079,0.95292,-14.28424,-2.63849
19558,49.1127,-0.19633,-14.471,-3.65845
19559,49.1127,-0.19633,-14.471,-3.65845
19560,49.1138,-0.46928,-14.52846,-3.75422
19561,49.1158,-1.00081,-14.69366,-3.69676
19562,49.1174,-1.52515,-14.89478,-3.24424
19563,49.119,-1.77416,-15.00731,-2.91623
19564,49.1214,-2.28653,-15.29223,-2.05429
19565,49.1245,-2.53075,-15.44547,-1.59219
19566,49.126,-3.01918,-15.74954,-0.67758
19567,49.1279,-3.50761,-16.06319,0.22027
19568,49.1325,-3.96252,-16.33614,1.25939
19569,49.1326,-4.07027,-16.39839,1.5467
19570,49.1333,-4.14928,-16.45824,1.81486
19571,49.1358,-4.18998,-16.52289,2.0495
19572,49.1375,-4.1828,-16.62824,2.37512
19573,49.1395,-4.15407,-16.69528,2.49005
19574,49.1414,-4.06308,-16.82457,2.61215
19575,49.1434,-3.92182,-16.94428,2.62173
19576,49.1456,-3.85957,-17.01611,2.593
19577,49.1479,-3.74704,-17.19808,2.52596
19578,49.1537,-3.51719,-17.63862,2.35597
19579,49.1538,-3.51719,-17.63862,2.35597
19580,49.1538,-3.46452,-17.75594,2.31287
19581,49.1556,-3.3855,-17.87566,2.27217
19582,49.1598,-3.34959,-18.08156,2.12133
19583,49.1598,-3.24664,-18.26592,1.97767
19584,49.1614,-3.20354,-18.34254,1.93218
19585,49.1637,-3.13171,-18.45986,1.84838
19586,49.1654,-3.02876,-18.53887,1.8412
19587,49.168,-2.97369,-18.53887,1.84838
19588,49.1725,-2.75581,-18.32578,1.86753
19589,49.1725,-2.75581,-18.32578,1.86753
19590,49.1734,-2.68398,-18.23959,1.83641
19591,49.176,-2.53793,-18.04804,1.75979
19592,49.1776,-2.48286,-17.95706,1.67839
19593,49.1795,-2.32724,-17.80622,1.35995
19594,49.1813,-2.20273,-17.72242,0.86673
19595,49.183,-2.15724,-17.67933,0.57941
19596,49.1855,-2.11654,-17.55243,0.09098
19597,49.1876,-2.12133,-17.36328,-0.18675
19598,49.1925,-2.07823,-16.92274,-0.50519
19599,49.1925,-2.06865,-16.92274,-0.56984
19600,49.1935,-2.06865,-16.77429,-0.56984
19601,49.195,-2.12372,-16.52528,-0.64406
19602,49.198,-2.12612,-16.20206,-0.70871
19603,49.1999,-2.05429,-15.96981,-0.77096
19604,49.2009,-1.89627,-15.46702,-0.87152
19605,49.2037,-1.68318,-14.92112,-1.03433
19606,49.2058,-1.54191,-14.62663,-1.15404
19607,49.208,-1.13489,-14.04003,-1.47727
19608,49.2129,-0.44294,-13.18527,-1.82444
19609,49.2129,-0.23224,-12.91472,-1.91303
19610,49.2135,-0.00239,-12.62741,-1.98964
19611,49.2156,0.23703,-12.32573,-2.03753
19612,49.218,0.73744,-11.6673,-2.01359
19613,49.22,1.31206,-11.10225,-2.04711
19614,49.2217,1.56586,-10.90113,-2.0902
19615,49.2236,2.04711,-10.58988,-2.16921
19616,49.2254,2.50681,-10.44622,-2.18118
19617,49.2275,2.73905,-10.10145,-2.18118
19618,49.2328,3.32804,-9.42387,-1.90345
19619,49.2329,3.32804,-9.42387,-1.90345
19620,49.2335,3.44776,-9.25866,-1.83641
19621,49.2356,3.7638,-8.84924,-1.70472
19622,49.2372,4.00323,-8.60263,-1.66402
19623,49.2399,4.57306,-8.04476,-1.60895
19624,49.2415,4.91305,-7.62816,-1.54431
19625,49.244,4.96812,-7.50126,-1.52994
19626,49.2451,4.79094,-7.4031,-1.49642
19627,49.2477,4.61377,-7.36958,-1.43656
19628,49.2522,3.96731,-7.0679,-1.087
19629,49.2522,3.96731,-7.0679,-1.087
19630,49.2529,3.84521,-7.02241,-1.02954
19631,49.2552,3.56508,-6.9434,-1.06066
19632,49.2572,3.33044,-6.84284,-1.27854
19633,49.2645,3.27776,-6.76383,-1.34319
19634,49.2645,3.28973,-6.56031,-1.27854
19635,49.2645,3.3472,-6.42623,-1.15404
19636,49.2658,3.53634,-6.05991,-0.77096
19637,49.2676,3.80211,-5.66485,-0.3759
19638,49.2726,4.23547,-5.11657,-0.03831
19639,49.2726,4.348,-4.96573,-0.00479
19640,49.2732,4.44138,-4.83165,0.00239
19641,49.2755,4.51081,-4.72151,-0.01676
19642,49.277,4.56588,-4.62813,-0.07901
19643,49.2794,4.4749,-4.6401,-0.10535
19644,49.2811,4.40547,-4.65208,-0.11014
19645,49.2837,4.21392,-4.67602,-0.06704
19646,49.2893,4.06787,-4.70475,-0.03831
19647,49.2894,3.76859,-4.74306,0.02873
19648,49.2927,3.20833,-4.767,0.16042
19649,49.2927,3.20833,-4.767,0.16042
19650,49.2946,3.12453,-4.79334,0.21548
19651,49.2956,2.97848,-4.76461,0.30168
19652,49.2971,2.90426,-4.73348,0.36632
19653,49.2991,2.74623,-4.66165,0.5004
19654,49.3019,2.6361,-4.62574,0.55787
19655,49.3042,2.42779,-4.49884,0.67519
19656,49.3053,2.19316,-4.38871,0.75659
19657,49.3074,2.05668,-4.33843,0.78293
19658,49.3131,1.53234,-4.07027,0.69195
19659,49.3132,1.53234,-4.07027,0.69195
19660,49.3137,1.45811,-3.98886,0.64885
19661,49.3156,1.41023,-3.83323,0.5866
19662,49.3175,1.39347,-3.78295,0.56265
19663,49.3194,1.38629,-3.7207,0.52435
19664,49.3211,1.39826,-3.63451,0.46928
19665,49.3234,1.38629,-3.61296,0.44773
19666,49.3251,1.33601,-3.58184,0.39027
19667,49.327,1.17319,-3.60578,0.42618
19668,49.3334,0.8763,-3.57705,0.44055
19669,49.3334,0.74701,-3.56029,0.44294
19670,49.3342,0.60815,-3.56029,0.44294
19671,49.3364,0.47407,-3.51719,0.44534
19672,49.3373,0.1676,-3.49325,0.44534
19673,49.3398,0.0,-3.46691,0.44534
19674,49.3412,-0.249,-3.41663,0.36393
19675,49.3434,-0.43815,-3.35677,0.23943
19676,49.3456,-0.49561,-3.32325,0.18436
19677,49.3473,-0.60575,-3.261,0.05746
19678,49.3525,-0.79729,-3.12453,-0.17957
19679,49.3529,-0.79729,-3.12453,-0.17957
19680,49.3532,-0.82124,-3.10537,-0.2514
19681,49.3558,-0.83321,-3.07904,-0.32562
19682,49.357,-0.84278,-3.05509,-0.4597
19683,49.3591,-0.82602,-3.02636,-0.63209
19684,49.361,-0.7925,-3.00242,-0.73983
19685,49.3632,-0.76138,-2.98087,-0.90025
19686,49.3654,-0.7111,-2.94735,-0.99841
19687,49.367,-0.66561,-2.93299,-1.01757
